property_type,society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,pareena laxmi apartments,0.32,sector 99a,5521.0,2,2,1,2.0,New Property,577.0,0,0,0,0,0,1,174.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,emaar gurgaon greens,1.5,sector 102,9090.0,3,3,3,7.0,Relatively New,1315.0,0,0,0,1,0,2,49.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,shapoorji pallonji joyville gurugram,1.05,sector 102,11475.0,2,2,2,0.0,Under Construction,1017.0,0,0,0,0,0,1,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,Not Applicable,2.25,sector 12,9615.0,3,2,1,1.0,Old Property,250.0,0,1,0,1,0,1,5.0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,conscient heritage max,1.9,sector 102,9783.0,3,4,3+,20.0,Relatively New,1758.0,0,1,0,0,0,1,66.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,elan the presidential,3.9,sector 106,15918.0,3,3,0,20.0,Relatively New,2450.0,0,0,0,0,0,1,42.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,vatika the seven lamps,1.0,sector 82,5923.0,2,2,2,11.0,Relatively New,1299.0,1,0,0,0,0,2,111.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,ambience creacions,4.78,sector 22,15469.0,3,4,3,7.0,Relatively New,2500.0,0,1,0,0,1,0,174.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,ramprastha the edge towers,0.98,sector 37d,5536.0,3,3,3+,5.0,Relatively New,1675.0,0,0,0,1,0,1,0.0,"28.4478° N, 76.9703° E",28.4478,76.9703
house,Not Applicable,0.6,sector 9,10753.0,3,3,1,2.0,Relatively New,558.0,0,0,0,0,0,1,86.0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,shree vardhman victoria,1.65,sector 70,8461.0,3,5,3,6.0,Relatively New,1528.0,0,1,0,1,0,1,0.0,"28.3968° N, 77.0233° E",28.3968,77.0233
house,Not Applicable,2.75,sector 25,7666.0,7,7,3+,3.0,Moderately Old,3000.0,0,0,0,0,1,2,119.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,parsvnath green ville,1.6,sector 48,8376.0,3,3,3,13.0,Old Property,1700.0,0,0,0,0,1,2,153.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,unitech espace,10.45,sector 50,32253.0,5,7,3+,3.0,Moderately Old,3240.0,1,1,0,1,1,2,67.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,shapoorji pallonji joyville gurugram,1.75,sector 102,15514.0,3,3,3+,1.0,Relatively New,1465.0,0,0,0,0,0,1,157.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tulip violet,1.68,sector 69,10071.0,3,3,2,0.0,Relatively New,1510.0,0,0,0,0,0,1,75.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,pivotal devaan,0.34,sector 84,5831.0,2,2,1,3.0,Relatively New,533.0,0,0,1,0,0,1,104.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,emaar mgf palm hills,1.25,sector 77,8620.0,3,4,3,1.0,Relatively New,1611.0,0,1,0,0,0,2,22.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,vatika city homes,0.8,sector 83,6060.0,2,2,2,8.0,Moderately Old,1195.0,0,0,1,0,0,1,0.0,"28.3986° N, 76.9647° E",28.3986,76.9647
house,Not Applicable,1.25,sector 9,8735.0,3,6,3+,3.0,Old Property,1431.0,0,0,0,0,0,1,37.0,"28.4603° N, 77.0000° E",28.4603,77.0
house,suncity township,25.0,sector 54,31110.0,4,4,3+,2.0,Moderately Old,8036.0,1,1,1,1,0,1,99.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,antriksh heights,0.89,sector 84,4370.0,3,3,3,8.0,Relatively New,1833.0,0,0,0,1,0,1,77.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,experion the heartsong,1.36,sector 108,6542.0,3,2,3+,2.0,Relatively New,1344.0,1,1,0,0,0,2,118.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sobha city,3.95,sector 108,16858.0,3,5,2,15.0,New Property,2343.0,0,1,0,0,0,1,111.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,godrej frontier,1.4,sector 80,6189.0,3,4,2,10.0,Moderately Old,1854.0,0,0,1,1,0,1,158.0,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,dlf park place,4.85,sector 54,30180.0,3,4,3+,6.0,Moderately Old,1607.0,0,1,0,0,0,0,117.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,suncity vatsal valley,1.53,sector 2,10699.0,3,3,3,2.0,New Property,1589.0,0,0,0,0,0,2,60.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,zara aavaas,0.22,sector 104,7302.0,1,2,2,2.0,New Property,335.0,0,0,0,0,0,1,49.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,madhur jeevan apartments,1.59,sector 56,8594.0,4,3,3+,3.0,Old Property,1900.0,0,0,0,0,1,2,59.0,"28.4245° N, 77.0991° E",28.4245,77.0991
house,eros rosewood villas,2.5,sector 49,13513.0,3,3,2,2.0,Moderately Old,1900.0,0,0,1,1,0,1,0.0,"28.4121° N, 77.0480° E",28.4121,77.048
house,Not Applicable,0.8,sector 3,8155.0,2,4,1,2.0,Moderately Old,981.0,0,0,0,0,0,1,174.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,emaar palm gardens,1.8,sector 83,9473.0,3,4,3,4.0,Relatively New,1551.0,1,1,1,1,0,2,72.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,bestech park view ananda,1.35,sector 81,7541.0,3,3,3+,10.0,Moderately Old,1438.0,0,0,1,0,0,2,119.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,vatika gurgaon,0.85,sector 83,8947.0,2,2,2,18.0,Moderately Old,1100.0,0,0,0,1,0,2,117.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,tata gurgaon gateway,6.0,sector 113,9139.0,5,6,3+,24.0,Moderately Old,7294.0,0,0,0,0,0,1,149.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,bptp terra,1.4,sector 37d,7730.0,3,3,3,5.0,Relatively New,1711.0,0,0,0,0,0,2,141.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,shapoorji pallonji joyville gurugram,1.8,sector 102,10638.0,3,3,3,1.0,Relatively New,1532.0,0,0,0,0,0,1,157.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,vidya apartment,0.22,sector 3,4210.0,2,2,1,1.0,Relatively New,570.0,0,0,0,0,1,0,49.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,ireo the grand arch,2.2,sector 58,16000.0,2,2,1,5.0,Relatively New,1528.0,0,0,0,1,0,2,156.0,"28.4200° N, 77.1105° E",28.42,77.1105
flat,ats triumph,2.52,sector 104,8000.0,4,4,3+,19.0,Relatively New,2800.0,0,1,1,0,0,2,134.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,dlf city plots phase 2,6.5,sector 25,36111.0,5,5,3+,3.0,Old Property,1800.0,1,1,1,1,0,2,156.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,godrej,2.0,sector 79,8453.0,3,4,3+,2.0,Relatively New,2629.0,0,1,0,0,0,2,31.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,dlf new town heights,1.25,sector 90,8638.0,3,4,3+,0.0,Old Property,1608.0,0,1,0,0,0,0,153.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,emaar mgf marbella,12.0,sector 66,38095.0,5,6,3+,3.0,Relatively New,3150.0,0,1,1,0,0,2,77.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,m3m sky lofts,1.0,sector 71,11500.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,1,14.0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,signature global synera,0.48,sector 81,8026.0,2,2,1,14.0,Relatively New,547.0,0,0,0,0,0,2,74.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bajrang apartments,0.38,sector 6,4470.0,2,2,2,1.0,Moderately Old,944.0,0,0,0,0,0,1,22.0,"28.4745° N, 77.0262° E",28.4745,77.0262
house,Not Applicable,0.66,sector 7,12000.0,3,1,1,3.0,Relatively New,550.0,0,0,0,0,1,1,144.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,mapsko mount ville,1.5,sector 79,8264.0,3,4,3+,11.0,Relatively New,1417.0,0,1,0,0,0,2,38.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tata primanti,4.1,sector 72,13725.0,3,3,3,8.0,Moderately Old,2309.0,0,1,0,0,0,1,0.0,"28.4225° N, 77.0211° E",28.4225,77.0211
house,Not Applicable,10.0,sector 25,25543.0,8,10,3+,1.0,Old Property,3915.0,0,0,0,0,0,1,145.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,vatika the seven lamps,1.37,sector 82,8753.0,3,3,3,11.0,Relatively New,2000.0,1,1,0,1,0,2,73.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,pyramid urban,0.55,sector 67a,10516.0,2,2,2,3.0,Relatively New,581.0,0,0,0,0,0,1,127.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,m3m sierra 68,1.05,sector 68,8536.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,2,45.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,godrej air,1.05,sector 85,10603.0,2,2,1,15.0,Under Construction,97.0,0,0,0,0,0,1,165.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,tata primanti,3.3,sector 72,15384.0,3,3,3+,10.0,Relatively New,2000.0,0,1,0,0,0,2,152.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,smart world orchard,2.2,sector 61,14202.0,3,3,2,4.0,New Property,1721.0,0,0,0,0,0,1,15.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,pyramid urban,0.6,sector 67a,8571.0,2,2,2,14.0,New Property,634.0,0,0,0,0,0,1,78.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,ramprastha the edge towers,0.8,sector 37d,5797.0,2,2,3,2.0,Relatively New,1300.0,0,0,0,0,0,1,165.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,vatika gurgaon,1.15,sector 83,5808.0,3,3,2,3.0,Relatively New,1350.0,1,1,1,1,0,2,0.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,smart world gems,0.85,sector 89,7706.0,2,2,2,2.0,Under Construction,1226.0,1,0,0,0,0,1,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,indiabulls centrum park,1.9,sector 103,5681.0,3,4,3+,10.0,Relatively New,3716.0,1,1,0,1,1,2,72.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,shree vardhman victoria,1.8,sector 70,9230.0,3,5,3,0.0,New Property,2167.0,0,0,0,0,0,1,39.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,signature global synera,0.45,sector 81,7525.0,2,2,2,6.0,Relatively New,664.0,0,0,1,0,0,2,174.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ansal maple heights,1.5,sector 43,12658.0,3,3,3+,7.0,Old Property,1385.0,0,0,1,0,0,2,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
house,Not Applicable,3.5,sector 38,24306.0,3,3,2,1.0,Relatively New,1440.0,0,0,0,0,0,1,174.0,"28.4347° N, 77.0430° E",28.4347,77.043
flat,tulip violet,1.44,sector 69,9125.0,3,3,2,1.0,Relatively New,1381.0,0,0,0,1,0,1,153.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,emaar mgf marbella,11.0,sector 66,33951.0,5,6,3+,2.0,New Property,3240.0,1,1,1,1,0,2,49.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,ss,1.2,sector 85,7151.0,2,2,3,15.0,Relatively New,1660.0,0,0,0,0,0,1,44.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,birla navya,3.15,sector 63a,14632.0,3,3,3,4.0,Under Construction,2153.0,0,0,0,0,1,1,146.0,"28.3923° N, 77.0888° E",28.3923,77.0888
house,adani brahma samsara,18.02,sector 60,28200.0,9,12,3+,3.0,Relatively New,6390.0,0,1,0,0,0,2,20.0,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,green court,0.4,sector 90,6389.0,2,2,1,8.0,New Property,576.0,0,0,0,0,0,1,22.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,dlf south city 1,2.65,sector 41,18928.0,3,3,3,4.0,New Property,1400.0,0,1,0,0,0,2,97.0,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,alpha corp gurgaonone,2.2,sector 84,6406.0,4,4,3+,15.0,Relatively New,3109.0,0,1,0,0,0,1,8.0,"28.3979° N, 76.9736° E",28.3979,76.9736
house,Not Applicable,15.0,sector 39,33333.0,5,5,3+,4.0,Moderately Old,4500.0,0,1,0,0,0,2,96.0,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,spaze privvy the address,1.45,sector 93,8033.0,3,4,2,12.0,Relatively New,1350.0,0,0,0,0,0,2,174.0,"28.4153° N, 76.9326° E",28.4153,76.9326
flat,experion the heartsong,1.2,sector 108,6825.0,3,2,3+,11.0,Relatively New,1550.0,0,1,0,1,0,2,174.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,tata primanti,3.85,sector 72,13253.0,4,5,3+,13.0,Relatively New,2630.0,0,1,0,0,0,2,42.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,ss,1.98,sector 85,8222.0,3,4,3,6.0,Relatively New,2300.0,0,0,0,0,0,1,160.0,"28.4042° N, 76.9513° E",28.4042,76.9513
house,international city by sobha phase 2,6.5,sector 109,12037.0,4,4,3+,1.0,New Property,5400.0,0,1,0,0,0,2,52.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,zara aavaas,0.4,sector 104,7036.0,2,2,1,4.0,Relatively New,515.0,0,0,0,0,0,1,107.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sare green parc phase 3,1.08,sector 92,5150.0,4,4,2,16.0,New Property,1892.0,0,1,0,0,0,1,157.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf regency park,1.24,sector 28,12400.0,2,2,3+,19.0,Moderately Old,1050.0,0,0,0,1,0,2,122.0,"28.4728° N, 77.0865° E",28.4728,77.0865
house,emaar mgf marbella,9.01,sector 66,16066.0,4,4,3+,3.0,Relatively New,5574.7,0,1,1,0,0,1,0.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,Not Applicable,2.5,sector 37d,13157.0,5,5,3+,2.0,Relatively New,1900.0,0,0,0,0,0,1,166.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,mapsko mount ville,1.25,sector 79,7716.0,3,3,2,1.0,Relatively New,1212.0,1,0,0,1,0,2,0.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,Not Applicable,0.95,sector 11,7308.0,5,3,No,1.0,Moderately Old,1300.0,0,0,0,0,0,1,73.0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,pivotal devaan,0.37,sector 84,6346.0,2,2,1,5.0,Relatively New,532.0,0,0,0,0,0,1,46.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,emaar mgf emerald floors premier,2.24,sector 65,13575.0,3,3,3,2.0,Relatively New,1833.0,1,1,0,0,0,1,158.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,ss the leaf,1.84,sector 85,7641.0,3,4,3,8.0,Relatively New,2026.0,0,0,0,1,0,1,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,tata primanti,3.3,sector 72,15102.0,3,4,3+,15.0,New Property,2185.0,0,1,0,0,0,0,72.0,"28.4225° N, 77.0211° E",28.4225,77.0211
house,Not Applicable,13.5,sector 25,37313.0,5,6,3+,4.0,Old Property,3618.0,0,0,0,0,1,2,7.0,"28.4844° N, 77.0860° E",28.4844,77.086
house,Not Applicable,1.0,sector 7,8818.0,2,2,No,0.0,Old Property,126.0,1,0,0,0,0,1,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,ansal maple crescent,1.35,sector 43,10037.0,3,3,3,2.0,Old Property,1320.0,0,0,0,0,1,2,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,vatika lifestyle homes,1.1,sector 83,6267.0,3,3,2,8.0,Relatively New,1589.0,1,0,1,1,0,2,0.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,senate court,0.9,sector 62,14084.0,1,1,0,0.0,Relatively New,639.0,0,0,0,0,0,1,152.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,emaar mgf emerald floors premier,2.9,sector 65,14683.0,4,4,3+,4.0,Relatively New,1975.0,1,1,0,0,0,2,174.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,unitech fresco,1.82,sector 50,9912.0,3,3,3+,14.0,Moderately Old,1830.0,0,0,0,0,1,2,49.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sukhshanti apartment,1.7,sector 56,7727.0,3,3,3,4.0,Moderately Old,2200.0,1,0,0,0,0,1,165.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,adani m2k oyster grande,2.35,sector 102,8468.0,3,3,3,14.0,Relatively New,2352.0,1,1,0,0,0,2,28.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,alpha corp gurgaonone,1.15,sector 84,7496.0,2,2,3,14.0,Relatively New,1394.0,1,0,0,0,0,1,0.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,supertech araville,0.71,sector 79,5522.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0,1,38.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,bptp terra,1.71,sector 37d,7804.0,3,3,3+,7.0,Relatively New,2191.0,1,0,0,0,0,1,159.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,godrej,1.41,sector 79,9000.0,2,2,3,3.0,New Property,1747.0,1,0,0,0,0,1,0.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,Not Applicable,1.72,sector 12,11111.0,6,3,1,2.0,Old Property,172.0,0,0,0,0,1,1,23.0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,orris aster court,0.67,sector 85,5825.0,2,2,2,5.0,Relatively New,1250.0,0,0,0,0,1,2,130.0,"28.4042° N, 76.9513° E",28.4042,76.9513
house,international city by sobha phase 1,6.15,sector 109,27333.0,5,5,3+,3.0,Relatively New,2250.0,0,1,1,1,0,2,28.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ace palm floors,0.97,sector 89,7863.0,2,2,2,1.0,New Property,1371.0,1,0,0,0,0,1,99.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,emaar mgf palm studios,1.7,sector 66,13502.0,2,2,2,7.0,Relatively New,1073.0,0,0,0,0,1,1,91.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,zara aavaas,0.26,sector 104,7807.0,1,1,2,0.0,Relatively New,301.0,0,0,0,0,0,1,77.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,m3m sky lofts,0.9,sector 71,13177.0,1,1,0,6.0,New Property,683.0,0,0,0,0,0,1,142.0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,ats kocoon,1.68,sector 109,9627.0,3,3,3,8.0,Relatively New,1580.0,0,0,0,0,0,1,153.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,raheja revanta,4.75,sector 78,16885.0,3,3,2,31.0,Under Construction,2813.0,0,1,0,0,0,1,133.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,suncity vatsal valley,1.38,sector 2,12212.0,2,2,2,4.0,Under Construction,1130.0,0,0,0,0,0,1,21.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,siddhartha apartment,0.72,sector 95,3664.0,3,3,2,4.0,Relatively New,1800.0,0,0,0,0,1,1,45.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,microtek greenburg,1.3,sector 86,15294.0,2,3,3,5.0,Relatively New,944.0,1,0,0,0,0,2,151.0,"28.3986° N, 76.9384° E",28.3986,76.9384
house,ansals florence villa,3.3,sector 57,19820.0,4,3,3+,2.0,Moderately Old,1665.0,1,1,1,1,0,1,82.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,dlf the ultima,2.5,sector 81,11726.0,3,3,2,4.0,Relatively New,2130.0,0,1,0,0,0,0,0.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,signature global city 63a,1.55,sector 63a,14783.0,2,2,2,2.0,Under Construction,1167.0,0,0,0,0,0,1,105.0,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,emaar palm gardens,1.75,sector 83,9210.0,3,3,3,6.0,Relatively New,1549.0,0,1,0,0,0,2,157.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,experion windchants,5.6,sector 112,11529.0,4,6,3+,15.0,Moderately Old,3662.34,0,1,0,0,0,2,7.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,denso haryana housing society,0.9,manesar,4308.0,3,3,3+,5.0,Moderately Old,2321.0,0,1,0,0,0,1,145.0,"28.3515° N, 76.9428° E",28.3515,76.9428
house,vipul tatvam villa,7.8,sector 48,23148.0,4,4,3+,2.0,Relatively New,3240.0,1,1,1,1,0,2,59.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,ansal sushant lok,10.5,sector 43,27911.0,4,4,2,2.0,Old Property,3762.0,0,1,0,0,0,1,174.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,emaar palm gardens,1.3,sector 83,11868.0,3,3,3,16.0,Relatively New,1387.0,0,1,0,0,0,2,110.0,"28.3986° N, 76.9647° E",28.3986,76.9647
house,Not Applicable,8.0,sector 27,26298.0,9,9,3,4.0,Relatively New,3042.0,1,1,1,1,0,0,0.0,"28.4658° N, 77.0917° E",28.4658,77.0917
flat,sare green parc 2,0.61,sector 92,4837.0,3,2,2,6.0,Under Construction,1142.0,0,0,0,0,1,1,87.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sare petioles,1.25,sector 92,6097.0,3,3,3,18.0,Under Construction,2278.0,0,1,0,0,0,1,103.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,vatika the seven lamps,0.78,sector 82,5932.0,2,2,2,0.0,Relatively New,1175.0,0,0,0,0,0,2,0.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,adani oyster greens,1.9,sector 102,10058.0,3,3,3+,9.0,Relatively New,2099.0,1,0,1,1,0,1,0.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,"godrej 101, sector 79",1.25,sector 79,9038.0,2,2,3,1.0,Relatively New,1383.0,0,0,0,0,0,1,174.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,raheja vedaanta,0.65,sector 108,4761.0,2,2,2,5.0,Relatively New,1236.0,0,0,0,1,0,2,174.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,la vida by tata housing,2.78,sector 113,10334.0,3,4,3+,5.0,Relatively New,2350.0,0,1,0,0,0,1,125.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,shree arihant apartment,1.55,sector 54,7380.0,3,3,3+,3.0,Moderately Old,2000.0,0,0,0,1,1,2,59.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,antriksh heights,0.9,sector 84,4444.0,3,3,3,18.0,Relatively New,1833.0,0,1,0,1,0,1,0.0,"28.3979° N, 76.9736° E",28.3979,76.9736
house,Not Applicable,4.6,sector 31,32258.0,2,2,2,2.0,Moderately Old,1426.0,0,0,0,0,0,1,56.0,"28.4528° N, 77.0498° E",28.4528,77.0498
house,vatika india next,7.0,sector 82,21605.0,4,4,3+,3.0,Relatively New,3900.0,0,1,0,0,0,0,106.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,shree vardhman flora,0.96,sector 90,5120.0,3,4,3,3.0,New Property,1698.0,0,1,0,0,0,1,49.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,mapsko royale ville,1.12,sector 82,6256.0,3,3,2,12.0,Relatively New,1588.0,0,0,0,1,0,1,153.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,pioneer araya,8.35,sector 62,19513.0,4,6,3,16.0,Relatively New,3874.0,0,1,0,1,0,1,0.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,global hill view,0.33,sector 11,4271.0,2,2,0,11.0,Relatively New,761.0,0,0,0,0,0,1,160.0,"28.4531° N, 77.0202° E",28.4531,77.0202
house,unitech espace,10.3,sector 50,31790.0,5,6,3+,3.0,Moderately Old,3240.0,1,1,1,1,0,2,81.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,piedmont taksila heights,1.05,sector 37c,4792.0,3,3,3,7.0,Relatively New,1738.0,0,0,0,0,0,2,67.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,dlf new town heights,1.8,sector 90,6600.0,4,4,3+,23.0,Moderately Old,2469.0,0,0,0,0,0,1,174.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,paras dews,1.2,sector 106,6818.0,3,4,3+,9.0,Relatively New,1186.0,0,1,0,0,0,1,0.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,signature global city 63a,1.4,sector 63a,11336.0,2,2,2,3.0,Under Construction,1372.0,0,0,0,0,1,1,66.0,"28.3923° N, 77.0888° E",28.3923,77.0888
house,Not Applicable,5.0,sector 40,21124.0,9,9,3+,3.0,Relatively New,2367.0,0,0,0,1,0,2,81.0,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,rof ananda,0.55,sector 95,8527.0,3,2,2,14.0,New Property,811.0,1,0,0,0,0,2,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
house,Not Applicable,2.6,sector 25,24074.0,4,4,3+,4.0,Relatively New,1080.0,1,0,1,1,0,0,83.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,shree vardhman flora,1.27,sector 90,4951.0,4,5,2,9.0,New Property,2249.0,1,1,0,0,0,1,100.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,emaar gurgaon greens,1.35,sector 102,8181.0,3,3,3,9.0,Relatively New,1315.0,0,1,0,0,0,1,35.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,signature global solera,0.5,sector 107,4761.0,3,2,2,5.0,Relatively New,850.0,0,0,0,0,1,1,128.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,tarc maceo,1.75,sector 91,11121.0,4,3,3+,8.0,Relatively New,2107.0,1,1,1,1,0,1,97.0,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,sobha city,4.1,sector 108,23401.0,4,5,3,25.0,New Property,2343.0,1,1,0,0,0,0,165.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,ats triumph,1.83,sector 104,7991.0,3,4,3+,10.0,Relatively New,2000.0,0,1,0,0,0,1,58.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,valley view estate,1.5,sector 2,7489.0,4,4,3+,10.0,Moderately Old,1850.0,0,0,0,0,0,1,130.0,"28.5095° N, 77.0320° E",28.5095,77.032
house,dlf new town heights,2.47,sector 86,7718.0,4,4,3+,2.0,Moderately Old,2800.0,0,1,0,1,0,2,45.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,signature global solera,0.28,sector 107,5828.0,2,2,2,11.0,Relatively New,543.0,0,0,0,0,0,1,119.0,"28.5052° N, 76.9729° E",28.5052,76.9729
