property_type,society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,ramprastha skyz,1.2,sector 37d,6000.0,3,2,1,9.0,Under Construction,1900.0,0,1,0,0,1,1,67.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,emaar mgf the palm drive,3.4,sector 66,15454.0,3,4,3,9.0,Relatively New,2200.0,0,1,1,0,0,2,26.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,kothi,6.95,sector 17b,15444.0,4,4,3+,2.0,Old Property,3500.0,1,1,1,1,0,1,99.0,"28.4806° N, 77.0663° E",28.4806,77.0663
flat,emaar digihomes,3.95,sector 62,15262.0,3,3,3,33.0,New Property,2876.0,0,1,0,0,0,2,45.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,ansal valley view estate,0.6,sector 2,6452.0,2,2,0,9.0,New Property,930.0,0,0,0,0,0,1,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,orris aster court,0.93,sector 85,5671.0,3,3,3,8.0,Relatively New,1587.0,0,0,0,0,0,1,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
house,dlf pink town house,1.9,sector 25,3786.0,10,9,3+,3.0,Relatively New,5018.0,0,0,0,0,1,0,136.0,"28.4844° N, 77.0860° E",28.4844,77.086
house,Not Applicable,0.49,sector 48,4260.0,2,2,1,3.0,New Property,1150.0,0,0,0,0,0,1,0.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,mrg skyline,1.82,sector 106,13392.0,3,2,2,4.0,Relatively New,1359.0,0,0,0,0,0,1,66.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,antriksh heights,1.02,sector 84,4868.0,4,4,3+,11.0,Relatively New,1897.0,0,1,0,1,0,1,35.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,ats kocoon,2.22,sector 109,10596.0,3,4,3,14.0,Relatively New,1860.0,1,1,1,1,0,1,71.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,shapoorji pallonji joyville gurugram,0.95,sector 102,10383.0,2,2,2,14.0,Relatively New,915.0,0,0,0,0,0,1,0.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tata primanti,6.75,sector 72,19285.0,4,4,3+,0.0,New Property,4000.0,0,1,0,0,0,2,20.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,dlf regal gardens,1.17,sector 90,6708.0,3,3,3,15.0,Relatively New,1630.0,0,0,0,0,0,2,96.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,surat nagar phase 2,0.36,sector 104,7843.0,2,2,1,1.0,Moderately Old,459.0,0,0,0,1,0,1,137.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,mapsko paradise,0.95,sector 83,6300.0,3,3,3,1.0,Moderately Old,1489.0,0,0,0,0,0,1,123.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,vatika gurgaon,1.1,sector 83,6051.0,3,3,3,12.0,Relatively New,1571.0,0,1,0,0,0,2,108.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,smart world orchard,1.57,sector 61,13652.0,2,2,2,3.0,New Property,1150.0,1,0,0,0,1,1,53.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,bhemerlei,0.69,sector 48,5100.0,2,2,2,3.0,Under Construction,1350.0,0,0,0,0,0,1,0.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ansals duplex flat,0.95,sector 23,7307.0,2,3,2,1.0,Old Property,1444.0,1,0,0,0,0,2,0.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,m3m skywalk,1.57,sector 74,11000.0,2,2,3+,10.0,Relatively New,1300.0,0,0,0,0,1,1,125.0,"28.4158° N, 77.0118° E",28.4158,77.0118
house,sushant lok 1 builder floors,2.45,sector 43,7756.0,4,4,3+,3.0,Moderately Old,540.0,1,1,0,1,1,0,21.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,dlf the belaire,7.0,sector 54,23333.0,4,6,3+,12.0,Moderately Old,2716.0,0,1,1,1,0,2,168.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,tulip violet,1.55,sector 69,9822.0,3,3,2,9.0,Relatively New,1429.0,0,0,0,1,0,2,113.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ramprastha the edge towers,1.0,sector 37d,5649.0,3,3,3+,13.0,Moderately Old,1602.0,0,0,0,0,0,1,49.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,supertech araville,0.71,sector 79,6061.0,2,2,3+,17.0,New Property,1281.0,0,0,0,0,1,1,7.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,sneh vihar,1.35,sector 48,10000.0,5,5,3+,4.0,Relatively New,1350.0,0,0,0,0,0,1,74.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,lig flat,1.5,sector 40,5556.0,1,1,0,0.0,Relatively New,300.0,0,0,0,0,0,1,94.0,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,supertech araville,1.0,sector 79,6535.0,2,2,3,4.0,Relatively New,1700.0,1,0,0,0,0,1,158.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,conscient heritage max,2.2,sector 102,10237.0,3,4,3+,9.0,Moderately Old,1946.0,1,1,0,0,0,1,0.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,adani m2k oyster grande,2.61,sector 102,10046.0,3,3,3,14.0,Relatively New,2200.0,1,1,0,0,0,1,49.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tata primanti,3.2,sector 72,12190.0,4,4,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,2,23.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,ss the leaf,1.78,sector 85,7392.0,3,4,3+,6.0,New Property,2180.0,0,0,1,0,0,1,115.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,dlf the primus,3.5,sector 82a,13430.0,5,5,3+,14.0,Relatively New,2896.0,1,0,0,0,0,0,149.0,"28.3858° N, 76.9686° E",28.3858,76.9686
house,Not Applicable,5.0,sector 23,16244.0,4,4,2,2.0,Old Property,3078.0,0,0,0,0,0,1,42.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,ireo the grand arch,2.2,sector 58,13480.0,2,2,1,5.0,Relatively New,1432.0,1,0,0,0,0,2,22.0,"28.4200° N, 77.1105° E",28.42,77.1105
flat,godrej,1.28,sector 79,8504.0,3,3,3,7.0,Relatively New,1363.0,0,0,0,0,0,1,126.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,m3m the tree of life,2.35,sector 111,14551.0,3,3,3+,5.0,Under Construction,1615.0,0,0,0,0,0,1,81.0,"28.5238° N, 77.0320° E",28.5238,77.032
flat,paras dews,0.88,sector 106,6353.0,2,2,3+,3.0,Relatively New,1120.0,0,0,0,0,0,1,93.0,"28.5007° N, 77.0003° E",28.5007,77.0003
house,Not Applicable,4.0,sector 23,16004.0,3,3,2,2.0,Moderately Old,2430.0,0,1,0,0,0,2,174.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,bptp terra,1.65,sector 37d,7530.0,4,3,3+,6.0,Relatively New,2091.0,0,0,0,0,0,2,157.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,mittal cosmos executive apartments,0.75,sector 2,6550.0,2,2,2,15.0,Old Property,1100.0,0,0,0,0,0,2,124.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,m3m one key resiments,0.8,sector 67,13115.0,1,1,0,0.0,Relatively New,610.0,0,0,0,0,0,1,24.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sanskriti apartment,1.1,sector 10a,6666.0,3,3,3,2.0,Moderately Old,1833.0,0,0,0,0,0,1,0.0,"28.4469° N, 77.0106° E",28.4469,77.0106
flat,dlf new town heights,1.27,sector 86,6580.0,3,4,3,19.0,Relatively New,1800.0,0,1,0,1,0,1,161.0,"28.3986° N, 76.9384° E",28.3986,76.9384
house,Not Applicable,2.8,sector 49,22075.0,3,3,2,2.0,Moderately Old,1268.0,1,1,1,1,0,2,12.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,tulip leaf,2.06,sector 69,11386.0,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,1,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m merlin,2.8,sector 67,13671.0,3,3,3,2.0,Relatively New,2048.0,0,0,1,0,0,0,38.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,tulip violet,2.05,sector 69,9950.0,4,4,2,0.0,Relatively New,1889.0,0,0,0,0,0,1,49.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,signature global city 92,0.78,sector 92,11142.0,2,2,3,2.0,Under Construction,846.0,0,0,0,0,1,1,60.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,the ivy,6.0,sector 3,15765.0,4,5,3,2.0,Under Construction,3806.0,0,0,0,0,0,1,49.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,ats triumph,2.63,sector 104,9563.0,4,4,3+,21.0,Relatively New,2954.0,0,1,0,0,0,2,174.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,vatika inxt floors,0.75,sector 82a,7500.0,2,2,2,1.0,Relatively New,1000.0,0,0,0,0,0,1,160.0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,ireo skyon,2.82,sector 60,12818.0,3,3,3,2.0,Relatively New,2400.0,0,1,0,0,0,2,134.0,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,tata primanti,3.4,sector 72,15560.0,3,4,3+,9.0,Moderately Old,2185.0,0,1,0,0,0,1,70.0,"28.4225° N, 77.0211° E",28.4225,77.0211
house,ansal sushant lok plots,5.8,sector 43,29974.0,6,6,3,2.0,Relatively New,1935.0,0,1,0,0,1,2,174.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,m3m woodshire,1.21,sector 107,6227.0,3,3,3,7.0,Moderately Old,1713.0,0,0,0,0,0,2,151.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,ild grand,1.35,sector 37c,7142.0,3,3,0,1.0,New Property,1820.0,0,0,0,0,0,1,111.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,orchid petals,2.38,sector 49,11497.0,3,4,3,1.0,Relatively New,2061.0,1,0,0,0,0,1,54.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,unitech fresco,1.8,sector 50,9589.0,3,4,3+,6.0,Moderately Old,1870.0,0,1,0,0,0,2,15.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ireo the corridors,1.7,sector 67a,9843.0,3,3,2,10.0,New Property,1347.0,0,1,0,0,1,2,44.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,sbtl caladium,1.68,sector 109,6601.0,3,3,3+,7.0,Moderately Old,2304.0,0,1,0,0,0,1,44.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,dlf city phase 1,4.5,sector 26,33333.0,3,3,2,2.0,Moderately Old,1350.0,1,1,0,0,0,1,49.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,dlf the primus,1.8,sector 82a,13846.0,3,3,3+,10.0,Relatively New,1545.0,0,1,0,0,0,0,0.0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,sbtl caladium,1.2,sector 109,6382.0,3,2,2,8.0,Relatively New,1702.0,0,0,0,0,0,1,66.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,unitech aspen greens,6.8,sector 50,31481.0,4,5,3,3.0,Old Property,2160.0,1,1,0,0,0,2,42.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,m3m heights,1.9,sector 65,15000.0,2,2,3,4.0,Under Construction,1142.0,0,0,0,0,0,1,49.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,m3m skywalk,1.6,sector 74,11379.0,2,2,2,28.0,New Property,1273.0,0,0,0,0,0,1,46.0,"28.4158° N, 77.0118° E",28.4158,77.0118
house,Not Applicable,7.25,sector 56,29340.0,8,8,3+,0.0,Moderately Old,2471.0,0,0,0,0,0,2,66.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,bestech park view grand spa,4.5,sector 81,10714.0,4,6,3+,17.0,Relatively New,3802.0,0,1,0,0,0,2,12.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ss radiance residency,0.6,sector 12,5660.0,3,3,2,3.0,Relatively New,1178.0,0,0,0,0,0,1,158.0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,emaar mgf the palm drive,3.0,sector 66,14285.0,4,5,3+,10.0,Relatively New,2100.0,0,1,0,0,0,2,81.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,unitech espace,11.5,sector 50,35494.0,5,6,No,1.0,Moderately Old,3240.0,0,0,0,0,0,1,66.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,dlf regency park,1.35,sector 28,11739.0,2,2,2,14.0,Old Property,1120.0,0,0,1,0,0,1,159.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,apex builders,0.42,sector 37c,5600.0,2,2,2,4.0,Relatively New,833.0,0,0,0,0,0,1,38.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,essel tower,1.6,sector 29,12185.0,3,3,3,4.0,Moderately Old,1189.0,0,0,0,0,0,1,49.0,"28.4669° N, 77.0663° E",28.4669,77.0663
house,Not Applicable,0.27,sector 7,12000.0,2,2,1,2.0,Moderately Old,225.0,0,0,0,0,0,1,44.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,tulip purple,1.92,sector 69,8000.0,4,5,3+,5.0,Relatively New,2173.0,0,1,0,0,0,2,33.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,Not Applicable,3.5,sector 31,24155.0,4,3,3,2.0,Moderately Old,1449.0,0,0,1,0,0,2,174.0,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,pyramid elite,0.45,sector 86,7739.0,2,2,1,4.0,Under Construction,646.0,0,0,0,0,0,1,55.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ats triumph,1.73,sector 104,7554.0,3,4,3+,15.0,Relatively New,2073.0,0,1,0,0,0,1,44.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ramprastha primera,1.2,sector 37d,13333.0,3,3,3,5.0,Relatively New,1000.0,0,0,1,0,0,1,7.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sare crescent parc,0.5,sector 92,5000.0,2,2,3,2.0,Moderately Old,905.0,0,0,0,0,0,1,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,shree vardhman flora,0.7,sector 90,4615.0,2,2,3,9.0,New Property,1224.0,1,0,0,0,1,1,92.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,shapoorji pallonji joyville gurugram,1.28,sector 102,10534.0,2,2,3,10.0,Relatively New,1100.0,0,0,0,0,0,1,109.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,experion the heartsong,1.7,sector 108,8487.0,3,4,3+,14.0,Relatively New,1500.29,0,1,0,0,0,1,159.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sare crescent parc,0.66,sector 92,4977.0,3,2,2,15.0,Relatively New,1473.0,0,0,0,0,0,0,127.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,la vida by tata housing,2.35,sector 113,13352.0,3,4,3,3.0,Relatively New,1930.0,0,1,0,0,0,1,94.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,emaar palm gardens,1.8,sector 83,9473.0,3,3,3+,9.0,Relatively New,1720.0,0,0,0,0,0,1,0.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sare homes,0.95,sector 92,4750.0,4,3,2,17.0,New Property,1983.0,0,0,0,0,0,1,24.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej,1.29,sector 79,8206.0,2,2,3,4.0,New Property,1423.0,0,0,0,0,0,1,160.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,bestech park view residency,0.56,sector 23,8553.0,1,1,2,7.0,Moderately Old,722.0,0,0,0,0,0,1,49.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,experion windchants,3.4,sector 112,12134.0,3,3,2,14.0,Relatively New,2225.56,0,0,0,0,0,2,45.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,bptp terra,1.78,sector 37d,8124.0,4,3,3,10.0,Relatively New,1984.0,0,1,0,0,0,1,0.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,corona optus,1.43,sector 37c,7185.0,3,3,3+,2.0,Relatively New,1834.0,0,1,0,0,1,1,61.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,puri diplomatic greens,3.4,sector 111,11525.0,4,5,3+,14.0,Relatively New,2671.0,0,1,0,0,0,1,72.0,"28.5238° N, 77.0320° E",28.5238,77.032
house,Not Applicable,4.6,sector 14,20444.0,1,1,No,1.0,Old Property,2250.0,0,0,0,0,0,1,40.0,"28.4711° N, 77.0454° E",28.4711,77.0454
house,dlf city plots phase 2,6.5,sector 25,33592.0,3,9,3+,3.0,Old Property,1935.0,1,1,1,1,0,2,43.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,bptp terra,1.72,sector 37d,9497.0,3,3,3,9.0,Relatively New,1373.0,1,0,0,0,0,2,49.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,paras quartier,5.9,sector 2,11028.0,4,4,3+,19.0,New Property,4844.0,1,1,1,1,0,2,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,supertech araville,0.8,sector 79,5266.0,2,2,2,12.0,New Property,1688.0,1,0,0,0,0,1,88.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,Not Applicable,2.35,sector 4,16319.0,4,4,2,2.0,Old Property,1440.0,0,0,0,1,0,1,174.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,ireo uptown,1.32,sector 66,11442.0,2,2,2,6.0,Relatively New,1048.0,0,0,0,0,0,1,165.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,dlf the arbour,7.52,sector 63,19000.0,4,4,3,15.0,New Property,3956.0,0,0,0,0,0,1,0.0,"28.3971° N, 77.0867° E",28.3971,77.0867
house,Not Applicable,1.6,sector 39,17937.0,1,1,2,2.0,Old Property,892.0,0,0,0,0,0,1,20.0,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,pareena coban residences,1.56,sector 99a,7811.0,3,5,3,4.0,New Property,1808.0,0,1,0,0,1,1,37.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,pareena coban residences,1.1,sector 99a,7096.0,2,2,3,9.0,New Property,1368.0,1,0,0,0,0,1,101.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,m3m golfestate,5.4,sector 65,18126.0,3,4,3,19.0,Moderately Old,2697.0,1,1,0,0,0,2,21.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,indiabulls enigma,3.6,sector 110,10588.0,4,5,3,7.0,Relatively New,3078.0,0,1,0,0,0,1,38.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,smart world orchard,2.54,sector 61,15500.0,3,3,3,2.0,Under Construction,1639.0,0,0,1,0,0,1,45.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,lagoon apartment,6.0,sector 24,13636.0,4,6,3+,7.0,Moderately Old,4889.0,0,0,0,0,0,1,144.0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,experion the heartsong,0.93,sector 108,6079.0,2,3,3,10.0,Relatively New,1162.0,0,0,0,0,0,1,63.0,"28.5134° N, 76.9830° E",28.5134,76.983
house,Not Applicable,6.5,sector 7,15046.0,3,2,3+,2.0,Old Property,4320.0,0,0,0,0,0,1,49.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,bestech park view residency,1.26,sector 23,8051.0,2,2,3,7.0,Moderately Old,1417.0,1,0,0,0,0,1,68.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,ats tourmaline,2.95,sector 109,9365.0,4,5,3+,10.0,Relatively New,2852.0,0,1,0,0,0,1,106.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ss the leaf,2.0,sector 85,8305.0,3,4,3,8.0,Relatively New,2180.0,0,1,0,0,0,1,37.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,bptp terra,1.8,sector 37d,8215.0,4,3,3,12.0,Relatively New,1984.0,1,0,0,0,0,2,70.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,paras quartier,5.9,sector 2,11028.0,4,4,3+,0.0,Moderately Old,5350.0,0,0,0,0,0,1,69.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,umang monsoon breeze,0.75,sector 78,6053.0,2,2,1,5.0,Moderately Old,1239.0,0,0,0,0,0,1,79.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,shapoorji pallonji joyville gurugram,1.2,sector 102,14563.0,2,2,3,0.0,Relatively New,1073.0,0,0,0,0,0,1,7.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ss the leaf,1.05,sector 85,6402.0,2,2,3,11.0,Relatively New,1485.0,0,0,0,0,0,1,55.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ss the leaf,2.0,sector 85,6578.0,4,5,3+,1.0,Relatively New,2546.0,0,1,1,0,0,1,156.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,m3m heights,3.0,sector 65,18000.0,3,3,3,20.0,Under Construction,1667.0,0,0,0,0,0,1,96.0,"28.4030° N, 77.0690° E",28.403,77.069
house,Not Applicable,0.5,sector 105,5556.0,2,2,No,1.0,Moderately Old,100.0,0,0,0,0,0,1,0.0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,Not Applicable,3.5,sector 31,24155.0,4,4,3,2.0,Old Property,1449.0,0,0,1,0,0,2,44.0,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,unitech the palms,2.75,sector 41,16768.0,3,3,2,14.0,Old Property,1640.0,0,0,0,0,0,0,0.0,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,ss the leaf,2.15,sector 85,10924.0,4,5,3+,6.0,Relatively New,2366.0,0,1,0,0,0,1,118.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,birla navya,2.1,sector 63a,16666.0,2,2,2,2.0,Under Construction,1400.0,0,0,0,0,0,1,49.0,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,dlf ridgewood estate,2.0,sector 28,14598.0,3,3,1,12.0,Old Property,1240.0,0,0,0,0,0,2,49.0,"28.4728° N, 77.0865° E",28.4728,77.0865
house,Not Applicable,1.6,sector 4,11852.0,5,5,2,3.0,Relatively New,120.0,0,0,0,0,0,1,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,pyramid urban,0.7,sector 67a,11844.0,2,2,1,14.0,New Property,657.0,0,0,0,0,0,1,158.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,orris aster court premier,1.45,sector 85,6839.0,3,4,2,3.0,New Property,1616.0,0,1,0,0,0,1,0.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,emaar gurgaon greens,1.38,sector 102,13495.0,3,3,3,6.0,Relatively New,1315.0,0,1,0,0,0,2,72.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ardee city,1.5,sector 52,9146.0,4,4,3,3.0,Old Property,1485.0,0,0,0,0,0,1,21.0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,bptp terra,1.55,sector 37d,7074.0,4,3,3+,19.0,Relatively New,2100.0,0,0,0,0,1,2,160.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,godrej,2.03,sector 79,9046.0,3,4,3+,7.0,Relatively New,2032.0,0,1,0,0,0,1,149.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,emaar mgf palm hills,1.25,sector 77,8620.0,3,4,3,3.0,Relatively New,1310.0,1,1,0,0,0,1,49.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,paras dews,1.15,sector 106,6052.0,3,4,3,5.0,Relatively New,1305.0,1,1,0,0,0,1,0.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,dlf regency park,1.35,sector 28,11992.0,2,2,2,1.0,Moderately Old,1109.0,0,0,0,0,0,1,88.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,apex our homes,0.33,sector 37c,3567.0,2,2,1,3.0,Relatively New,850.0,0,0,0,0,0,2,7.0,"28.4515° N, 76.9882° E",28.4515,76.9882
house,hans enclave,2.0,sector 33,10582.0,3,10,3,3.0,Moderately Old,210.0,0,0,0,0,0,1,73.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,emaar gurgaon greens,1.3,sector 102,7878.0,3,3,3,4.0,Relatively New,1315.0,0,1,0,0,0,2,95.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,paras dews,1.0,sector 106,7220.0,2,2,3+,2.0,New Property,940.0,0,0,0,0,0,2,158.0,"28.5007° N, 77.0003° E",28.5007,77.0003
house,ss hibiscus,12.5,sector 50,40850.0,4,4,3+,2.0,Relatively New,3060.0,1,1,0,0,0,0,129.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,the close north,2.35,sector 50,11227.0,3,3,3,8.0,Moderately Old,2000.0,0,0,1,0,0,2,116.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ss the leaf,1.25,sector 85,7179.0,2,2,2,16.0,Relatively New,1934.0,0,0,0,0,0,2,119.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,rof ananda,0.38,sector 95,6919.0,2,2,1,4.0,New Property,610.0,0,0,0,0,0,1,15.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,dlf new town heights,1.75,sector 91,7402.0,4,4,3+,9.0,Relatively New,2140.0,0,1,0,1,0,1,96.0,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,uphar lakshya homes,0.42,sector 105,4200.0,3,2,1,1.0,Relatively New,1111.0,0,0,0,0,0,1,0.0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,bestech park view ananda,1.4,sector 81,7734.0,3,3,3+,6.0,Relatively New,1475.0,0,0,0,0,0,1,0.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ramprastha primera,1.08,sector 37d,6000.0,3,3,3,9.0,Relatively New,1700.0,0,0,0,0,0,1,92.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,vatika the seven lamps,0.89,sector 82,8850.0,2,2,2,14.0,Relatively New,1202.0,1,0,0,0,0,2,109.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,emaar imperial gardens,2.05,sector 102,9876.0,3,4,3+,14.0,Relatively New,2250.0,0,1,0,0,0,1,60.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,la lagune,6.75,sector 54,21360.0,4,6,3+,11.0,Moderately Old,2455.0,0,1,0,0,0,2,60.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,sare crescent parc,0.8,sector 92,6033.0,3,2,2,3.0,Relatively New,1473.0,0,0,0,0,0,1,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej summit,1.16,sector 104,6387.0,3,4,3+,8.0,Relatively New,2018.0,0,1,0,0,0,2,0.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sare petioles,1.3,sector 92,6373.0,4,4,0,7.0,Relatively New,2040.0,0,0,0,0,0,1,72.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,bestech park view grand spa,2.2,sector 81,8270.0,3,4,3+,8.0,Relatively New,2482.0,0,1,0,0,0,2,42.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ambience caitriona,14.0,sector 24,22222.0,4,5,3,3.0,Moderately Old,6300.0,0,0,0,0,0,1,123.0,"28.4939° N, 77.1038° E",28.4939,77.1038
